"ORF","Reactome.term"
"YOR063W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YOR064C","Generic Transcription Pathway"
"YOR064C","SUMOylation"
"YOR064C","SUMO E3 ligases SUMOylate target proteins"
"YOR064C","Transcriptional Regulation by TP53"
"YOR064C","SUMOylation of transcription cofactors"
"YOR064C","Metabolism of proteins"
"YOR064C","Regulation of TP53 Activity"
"YOR064C","Post-translational protein modification"
"YOR064C","Regulation of TP53 Activity through Acetylation"
"YOR064C","PI5P Regulates TP53 Acetylation"
"YOR064C","RNA Polymerase II Transcription"
"YOR064C","Gene expression (Transcription)"
"YOR065W","The citric acid (TCA) cycle and respiratory electron transport"
"YOR065W","Metabolism"
"YOR065W","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
"YOR065W","Respiratory electron transport"
"YOR067C","Metabolism of proteins"
"YOR067C","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"YOR067C","Asparagine N-linked glycosylation"
"YOR067C","Post-translational protein modification"
"YOR069W","Membrane Trafficking"
"YOR069W","trans-Golgi Network Vesicle Budding"
"YOR069W","Golgi Associated Vesicle Biogenesis"
"YOR069W","Vesicle-mediated transport"
"YOR074C","Metabolism"
"YOR074C","Metabolism of nucleotides"
"YOR074C","Interconversion of nucleotide di- and triphosphates"
"YOR075W","Membrane Trafficking"
"YOR075W","Vesicle-mediated transport"
"YOR075W","COPI-dependent Golgi-to-ER retrograde traffic"
"YOR075W","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YOR075W","Golgi-to-ER retrograde transport"
"YOR076C","Deadenylation-dependent mRNA decay"
"YOR076C","mRNA decay by 3' to 5' exoribonuclease"
"YOR076C","Metabolism of RNA"
"YOR079C","Transport of small molecules"
"YOR079C","Transport of bile salts and organic acids, metal ions and amine compounds"
"YOR079C","SLC-mediated transmembrane transport"
"YOR079C","Metal ion SLC transporters"
"YOR079C","Zinc transporters"
"YOR079C","Zinc influx into cells by the SLC39 gene family"
"YOR080W","Adaptive Immune System"
"YOR080W","Immune System"
"YOR080W","Metabolism of proteins"
"YOR080W","Post-translational protein modification"
"YOR080W","Neddylation"
"YOR080W","Antigen processing: Ubiquitination & Proteasome degradation"
"YOR080W","Class I MHC mediated antigen processing & presentation"
"YOR085W","Innate Immune System"
"YOR085W","Immune System"
"YOR085W","Transport of small molecules"
"YOR085W","Miscellaneous transport and binding events"
"YOR085W","Neutrophil degranulation"
"YOR087W","Stimuli-sensing channels"
"YOR087W","TRP channels"
"YOR087W","Transport of small molecules"
"YOR087W","Ion channel transport"
"YOR089C","Hemostasis"
"YOR089C","Membrane Trafficking"
"YOR089C","Metabolism of proteins"
"YOR089C","Vesicle-mediated transport"
"YOR089C","Post-translational protein modification"
"YOR089C","Clathrin-mediated endocytosis"
"YOR089C","RAB geranylgeranylation"
"YOR089C","RAB GEFs exchange GTP for GDP on RABs"
"YOR089C","Rab regulation of trafficking"
"YOR089C","Factors involved in megakaryocyte development and platelet production"
"YOR094W","Membrane Trafficking"
"YOR094W","Vesicle-mediated transport"
"YOR094W","TBC/RABGAPs"
"YOR094W","Rab regulation of trafficking"
"YOR095C","Metabolism"
"YOR095C","Pentose phosphate pathway"
"YOR095C","Metabolism of carbohydrates"
"YOR096W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOR096W","SRP-dependent cotranslational protein targeting to membrane"
"YOR096W","Metabolism of proteins"
"YOR096W","Major pathway of rRNA processing in the nucleolus and cytosol"
"YOR096W","rRNA processing"
"YOR096W","Eukaryotic Translation Initiation"
"YOR096W","Formation of a pool of free 40S subunits"
"YOR096W","Formation of the ternary complex, and subsequently, the 43S complex"
"YOR096W","Ribosomal scanning and start codon recognition"
"YOR096W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YOR096W","Cap-dependent Translation Initiation"
"YOR096W","Translation"
"YOR096W","rRNA processing in the nucleus and cytosol"
"YOR096W","Metabolism of RNA"
"YOR096W","Nonsense-Mediated Decay (NMD)"
"YOR096W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YOR096W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YOR100C","Metabolism"
"YOR100C","Import of palmitoyl-CoA into the mitochondrial matrix"
"YOR100C","Metabolism of lipids"
"YOR100C","Fatty acid metabolism"
"YOR109W","Metabolism"
"YOR109W","PI Metabolism"
"YOR109W","Phospholipid metabolism"
"YOR109W","Synthesis of PIPs at the plasma membrane"
"YOR109W","Membrane Trafficking"
"YOR109W","Metabolism of lipids"
"YOR109W","Vesicle-mediated transport"
"YOR109W","Clathrin-mediated endocytosis"
"YOR115C","ER to Golgi Anterograde Transport"
"YOR115C","Membrane Trafficking"
"YOR115C","COPII-mediated vesicle transport"
"YOR115C","Metabolism of proteins"
"YOR115C","Asparagine N-linked glycosylation"
"YOR115C","Vesicle-mediated transport"
"YOR115C","Post-translational protein modification"
"YOR115C","RAB GEFs exchange GTP for GDP on RABs"
"YOR115C","Rab regulation of trafficking"
"YOR115C","Transport to the Golgi and subsequent modification"
"YOR116C","RNA Polymerase III Transcription"
"YOR116C","Gene expression (Transcription)"
"YOR116C","RNA Polymerase III Transcription Initiation"
"YOR116C","RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"YOR116C","RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"YOR117W","Antigen processing-Cross presentation"
"YOR117W","Cross-presentation of soluble exogenous antigens (endosomes)"
"YOR117W","Cytokine Signaling in Immune system"
"YOR117W","Adaptive Immune System"
"YOR117W","Innate Immune System"
"YOR117W","Immune System"
"YOR117W","Metabolism of proteins"
"YOR117W","TNFR2 non-canonical NF-kB pathway"
"YOR117W","Deubiquitination"
"YOR117W","UCH proteinases"
"YOR117W","Ub-specific processing proteases"
"YOR117W","Post-translational protein modification"
"YOR117W","Neutrophil degranulation"
"YOR117W","Class I MHC mediated antigen processing & presentation"
"YOR123C","RNA Polymerase II Pre-transcription Events"
"YOR123C","RNA Polymerase II Transcription"
"YOR123C","Gene expression (Transcription)"
"YOR123C","RNA Polymerase II Transcription Elongation"
"YOR127W","Signal Transduction"
"YOR127W","Innate Immune System"
"YOR127W","Immune System"
"YOR127W","Signaling by Rho GTPases"
"YOR127W","Rho GTPase cycle"
"YOR127W","Neutrophil degranulation"
"YOR130C","Metabolism"
"YOR130C","Urea cycle"
"YOR130C","Metabolism of amino acids and derivatives"
"YOR133W","Eukaryotic Translation Elongation"
"YOR133W","Peptide chain elongation"
"YOR133W","Gamma carboxylation, hypusine formation and arylsulfatase activation"
"YOR133W","Innate Immune System"
"YOR133W","Immune System"
"YOR133W","Metabolism of proteins"
"YOR133W","Synthesis of diphthamide-EEF2"
"YOR133W","Post-translational protein modification"
"YOR133W","Neutrophil degranulation"
"YOR133W","Translation"
"YOR134W","Signal Transduction"
"YOR134W","Signaling by Rho GTPases"
"YOR134W","Rho GTPase cycle"
"YOR136W","The citric acid (TCA) cycle and respiratory electron transport"
"YOR136W","Metabolism"
"YOR136W","Citric acid cycle (TCA cycle)"
"YOR136W","Pyruvate metabolism and Citric Acid (TCA) cycle"
"YOR142W","The citric acid (TCA) cycle and respiratory electron transport"
"YOR142W","Metabolism"
"YOR142W","Citric acid cycle (TCA cycle)"
"YOR142W","Pyruvate metabolism and Citric Acid (TCA) cycle"
"YOR143C","Metabolism"
"YOR143C","Vitamin B1 (thiamin) metabolism"
"YOR143C","Metabolism of water-soluble vitamins and cofactors"
"YOR143C","Metabolism of vitamins and cofactors"
"YOR149C","Synthesis of glycosylphosphatidylinositol (GPI)"
"YOR149C","Post-translational modification: synthesis of GPI-anchored proteins"
"YOR149C","Metabolism of proteins"
"YOR149C","Post-translational protein modification"
"YOR151C","Formation of the Early Elongation Complex"
"YOR151C","Signal Transduction"
"YOR151C","Generic Transcription Pathway"
"YOR151C","Transcriptional Regulation by TP53"
"YOR151C","Nucleotide Excision Repair"
"YOR151C","RNA Polymerase II Pre-transcription Events"
"YOR151C","Formation of TC-NER Pre-Incision Complex"
"YOR151C","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YOR151C","Dual incision in TC-NER"
"YOR151C","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YOR151C","TP53 Regulates Transcription of DNA Repair Genes"
"YOR151C","RNA polymerase II transcribes snRNA genes"
"YOR151C","mRNA Capping"
"YOR151C","RNA Polymerase II Promoter Escape"
"YOR151C","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YOR151C","RNA Polymerase II Transcription"
"YOR151C","DNA Repair"
"YOR151C","Gene expression (Transcription)"
"YOR151C","RNA Polymerase II Transcription Initiation"
"YOR151C","RNA Polymerase II Transcription Elongation"
"YOR151C","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YOR151C","RNA Pol II CTD phosphorylation and interaction with CE"
"YOR151C","ESR-mediated signaling"
"YOR151C","Metabolism of RNA"
"YOR151C","Signaling by Nuclear Receptors"
"YOR151C","Estrogen-dependent gene expression"
"YOR156C","SUMOylation"
"YOR156C","SUMO E3 ligases SUMOylate target proteins"
"YOR156C","SUMOylation of transcription factors"
"YOR156C","Metabolism of proteins"
"YOR156C","SUMOylation of SUMOylation proteins"
"YOR156C","SUMOylation of chromatin organization proteins"
"YOR156C","Post-translational protein modification"
"YOR157C","Antigen processing-Cross presentation"
"YOR157C","Cross-presentation of soluble exogenous antigens (endosomes)"
"YOR157C","Cytokine Signaling in Immune system"
"YOR157C","Adaptive Immune System"
"YOR157C","Innate Immune System"
"YOR157C","Immune System"
"YOR157C","Metabolism of proteins"
"YOR157C","TNFR2 non-canonical NF-kB pathway"
"YOR157C","Deubiquitination"
"YOR157C","UCH proteinases"
"YOR157C","Ub-specific processing proteases"
"YOR157C","Post-translational protein modification"
"YOR157C","Neutrophil degranulation"
"YOR157C","Class I MHC mediated antigen processing & presentation"
"YOR163W","Metabolism"
"YOR163W","Inositol phosphate metabolism"
"YOR163W","Synthesis of pyrophosphates in the cytosol"
"YOR171C","Metabolism"
"YOR171C","Signal Transduction"
"YOR171C","Sphingolipid de novo biosynthesis"
"YOR171C","Signaling by VEGF"
"YOR171C","Chaperonin-mediated protein folding"
"YOR171C","Association of TriC/CCT with target proteins during biosynthesis"
"YOR171C","Protein folding"
"YOR171C","Metabolism of proteins"
"YOR171C","Sphingolipid metabolism"
"YOR171C","VEGFA-VEGFR2 Pathway"
"YOR171C","VEGFR2 mediated cell proliferation"
"YOR171C","Metabolism of lipids"
"YOR171C","ESR-mediated signaling"
"YOR171C","Signaling by Nuclear Receptors"
"YOR171C","Signaling by Receptor Tyrosine Kinases"
"YOR171C","Extra-nuclear estrogen signaling"
"YOR175C","Metabolism"
"YOR175C","Acyl chain remodelling of PC"
"YOR175C","Acyl chain remodelling of PS"
"YOR175C","Acyl chain remodelling of PE"
"YOR175C","Acyl chain remodelling of PI"
"YOR175C","Glycerophospholipid biosynthesis"
"YOR175C","Phospholipid metabolism"
"YOR175C","Metabolism of lipids"
"YOR176W","Metabolism"
"YOR176W","Metabolism of porphyrins"
"YOR176W","Heme biosynthesis"
"YOR178C","Metabolism"
"YOR178C","Glycogen synthesis"
"YOR178C","Metabolism of carbohydrates"
"YOR178C","Glycogen metabolism"
"YOR181W","Metabolism"
"YOR181W","Membrane Trafficking"
"YOR181W","Metabolism of nitric oxide: eNOS activation and regulation"
"YOR181W","NOSTRIN mediated eNOS trafficking"
"YOR181W","Vesicle-mediated transport"
"YOR181W","Clathrin-mediated endocytosis"
"YOR184W","Metabolism"
"YOR184W","Metabolism of amino acids and derivatives"
"YOR184W","Serine biosynthesis"
"YOR194C","Signal Transduction"
"YOR194C","RNA Polymerase II Pre-transcription Events"
"YOR194C","RNA polymerase II transcribes snRNA genes"
"YOR194C","RNA Polymerase II Promoter Escape"
"YOR194C","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YOR194C","RNA Polymerase II Transcription"
"YOR194C","Gene expression (Transcription)"
"YOR194C","RNA Polymerase II Transcription Initiation"
"YOR194C","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YOR194C","ESR-mediated signaling"
"YOR194C","Signaling by Nuclear Receptors"
"YOR194C","Estrogen-dependent gene expression"
"YOR196C","Metabolism"
"YOR196C","Glyoxylate metabolism and glycine degradation"
"YOR196C","Metabolism of amino acids and derivatives"
"YOR204W","Innate Immune System"
"YOR204W","Immune System"
"YOR204W","Neutrophil degranulation"
"YOR207C","RNA Polymerase III Transcription"
"YOR207C","Gene expression (Transcription)"
"YOR207C","RNA Polymerase III Transcription Initiation"
"YOR207C","RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"YOR207C","RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"YOR208W","Innate Immune System"
"YOR208W","Immune System"
"YOR208W","Neutrophil degranulation"
"YOR209C","Metabolism"
"YOR209C","Innate Immune System"
"YOR209C","Immune System"
"YOR209C","Nicotinate metabolism"
"YOR209C","Metabolism of water-soluble vitamins and cofactors"
"YOR209C","Metabolism of vitamins and cofactors"
"YOR209C","Nicotinamide salvaging"
"YOR209C","Neutrophil degranulation"
"YOR210W","Formation of the Early Elongation Complex"
"YOR210W","Signal Transduction"
"YOR210W","Generic Transcription Pathway"
"YOR210W","Transcriptional Regulation by TP53"
"YOR210W","Nucleotide Excision Repair"
"YOR210W","RNA Polymerase II Pre-transcription Events"
"YOR210W","Formation of TC-NER Pre-Incision Complex"
"YOR210W","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YOR210W","Dual incision in TC-NER"
"YOR210W","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YOR210W","TP53 Regulates Transcription of DNA Repair Genes"
"YOR210W","RNA polymerase II transcribes snRNA genes"
"YOR210W","mRNA Capping"
"YOR210W","RNA Polymerase I Transcription Initiation"
"YOR210W","RNA Polymerase I Promoter Escape"
"YOR210W","RNA Polymerase II Promoter Escape"
"YOR210W","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YOR210W","RNA Polymerase I Promoter Clearance"
"YOR210W","RNA Polymerase II Transcription"
"YOR210W","RNA Polymerase I Transcription"
"YOR210W","DNA Repair"
"YOR210W","RNA Polymerase III Transcription"
"YOR210W","Gene expression (Transcription)"
"YOR210W","RNA Polymerase II Transcription Initiation"
"YOR210W","RNA Polymerase II Transcription Elongation"
"YOR210W","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YOR210W","RNA Polymerase III Transcription Initiation"
"YOR210W","RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"YOR210W","RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"YOR210W","RNA Pol II CTD phosphorylation and interaction with CE"
"YOR210W","ESR-mediated signaling"
"YOR210W","Metabolism of RNA"
"YOR210W","Signaling by Nuclear Receptors"
"YOR210W","Estrogen-dependent gene expression"
"YOR211C","Apoptosis"
"YOR211C","Developmental Biology"
"YOR211C","Metabolism"
"YOR211C","Gap junction trafficking and regulation"
"YOR211C","Regulation of Apoptosis"
"YOR211C","Gap junction trafficking"
"YOR211C","Gap junction degradation"
"YOR211C","Formation of annular gap junctions"
"YOR211C","Membrane Trafficking"
"YOR211C","trans-Golgi Network Vesicle Budding"
"YOR211C","Metabolism of nitric oxide: eNOS activation and regulation"
"YOR211C","NOSTRIN mediated eNOS trafficking"
"YOR211C","L1CAM interactions"
"YOR211C","Axon guidance"
"YOR211C","Golgi Associated Vesicle Biogenesis"
"YOR211C","Recycling pathway of L1"
"YOR211C","Programmed Cell Death"
"YOR211C","Vesicle-mediated transport"
"YOR211C","Clathrin-mediated endocytosis"
"YOR212W","Chaperonin-mediated protein folding"
"YOR212W","Protein folding"
"YOR212W","Metabolism of proteins"
"YOR212W","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding"
"YOR213C","RNA Polymerase II Pre-transcription Events"
"YOR213C","RNA Polymerase II Transcription"
"YOR213C","Gene expression (Transcription)"
"YOR213C","RNA Polymerase II Transcription Elongation"
"YOR217W","Translesion synthesis by REV1"
"YOR217W","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template"
"YOR217W","Recognition of DNA damage by PCNA-containing replication complex"
"YOR217W","Translesion Synthesis by POLH"
"YOR217W","Telomere Maintenance"
"YOR217W","Cell Cycle"
